order_id,order_date,year,quarter,month,region,country,product_category,product,customer_segment,revenue,material_cost,shipping_cost,marketing_cost,total_cost,profit,margin,orders
ORD-00389,2025-10-01,2025,Q4,10,Asia,South Korea,Electronics,Laptop Pro,Enterprise,10840.72,5261.07,668.85,520.46,6450.38,4390.34,0.405,13
ORD-00390,2025-03-24,2025,Q1,3,Asia,Singapore,Furniture,Office Desk,Consumer,11873.18,5941.34,905.15,602.69,7449.18,4424.0,0.3726,8
ORD-00391,2025-02-22,2025,Q1,2,North America,Mexico,Furniture,Storage Cabinet,Enterprise,14235.07,7967.13,1151.39,865.32,9983.84,4251.23,0.2986,1
ORD-00392,2025-07-15,2025,Q3,7,Asia,South Korea,Software,Analytics Suite,Enterprise,20309.79,10161.16,1747.97,1336.65,13245.79,7064.0,0.3478,8
ORD-00393,2025-04-26,2025,Q2,4,North America,Mexico,Software,Cloud Platform,Consumer,14482.2,7377.49,946.02,875.88,9199.39,5282.81,0.3648,3
ORD-00394,2025-03-30,2025,Q1,3,North America,Mexico,Electronics,Monitor Ultra,Enterprise,12084.05,6472.94,772.2,695.07,7940.21,4143.85,0.3429,5
ORD-00395,2025-01-03,2025,Q1,1,Asia,South Korea,Furniture,Office Desk,Enterprise,25137.2,13566.24,2091.66,1477.09,17134.99,8002.2,0.3183,14
ORD-00396,2025-12-05,2025,Q4,12,Asia,South Korea,Software,Analytics Suite,Consumer,5108.96,2564.68,334.72,214.81,3114.2,1994.75,0.3904,9
ORD-00397,2025-03-23,2025,Q1,3,Asia,Thailand,Accessories,Wireless Mouse,SMB,4448.85,2230.36,311.23,226.11,2767.7,1681.15,0.3779,4
ORD-00398,2025-11-13,2025,Q4,11,North America,Canada,Electronics,Laptop Pro,Consumer,5517.11,2780.81,437.33,372.73,3590.87,1926.24,0.3491,4
ORD-00399,2025-01-21,2025,Q1,1,North America,Canada,Accessories,Wireless Mouse,SMB,5064.68,2797.71,307.63,281.12,3386.47,1678.21,0.3314,13
ORD-00400,2025-07-11,2025,Q3,7,North America,Mexico,Accessories,Webcam HD,Enterprise,8636.93,4708.44,601.21,366.81,5676.47,2960.46,0.3428,2
ORD-00401,2025-03-27,2025,Q1,3,North America,Mexico,Electronics,Laptop Pro,Enterprise,18395.75,10253.02,1581.09,969.94,12804.05,5591.7,0.304,2
ORD-00402,2025-04-16,2025,Q2,4,North America,Mexico,Accessories,Wireless Mouse,Consumer,10447.63,5039.68,851.55,429.78,6321.0,4126.63,0.395,2
ORD-00403,2025-01-28,2025,Q1,1,Europe,Italy,Electronics,Smartphone X,SMB,7692.81,4039.59,554.91,380.73,4975.23,2717.58,0.3533,7
ORD-00404,2025-12-11,2025,Q4,12,Europe,Netherlands,Electronics,Laptop Pro,Consumer,8991.32,4946.02,559.06,609.98,6115.06,2876.26,0.3199,2
ORD-00405,2025-05-29,2025,Q2,5,North America,Canada,Electronics,Tablet Air,SMB,7236.6,4068.5,440.89,323.4,4832.79,2403.81,0.3322,4
ORD-00406,2025-03-11,2025,Q1,3,North America,Canada,Software,Cloud Platform,SMB,12384.83,7076.9,1038.47,766.37,8881.75,3503.08,0.2829,6
ORD-00407,2025-01-06,2025,Q1,1,North America,Mexico,Furniture,Office Desk,Enterprise,1031.28,556.55,78.5,70.55,705.59,325.69,0.3158,5
ORD-00408,2025-04-18,2025,Q2,4,North America,Mexico,Software,Cloud Platform,SMB,16357.93,9244.62,1051.38,744.61,11040.61,5317.32,0.3251,10
ORD-00409,2025-05-10,2025,Q2,5,Europe,Germany,Furniture,Office Desk,Consumer,7188.35,3845.52,493.98,302.06,4641.56,2546.78,0.3543,2
ORD-00410,2025-04-12,2025,Q2,4,North America,Mexico,Accessories,USB Hub,SMB,2830.94,1544.41,178.35,165.85,1888.62,942.32,0.3329,15
ORD-00411,2025-04-10,2025,Q2,4,Asia,South Korea,Accessories,USB Hub,Consumer,10061.62,5527.31,649.7,573.57,6750.58,3311.04,0.3291,13
ORD-00412,2025-06-11,2025,Q2,6,Asia,Japan,Electronics,Tablet Air,Enterprise,21405.73,11799.26,1695.87,1033.91,14529.04,6876.69,0.3213,6
ORD-00413,2025-03-10,2025,Q1,3,North America,Mexico,Software,CRM Enterprise,SMB,8349.23,4654.5,622.93,361.23,5638.66,2710.57,0.3246,11
ORD-00414,2025-11-07,2025,Q4,11,Europe,Italy,Furniture,Ergonomic Chair,SMB,13363.68,7251.96,1093.45,892.2,9237.61,4126.06,0.3088,14
ORD-00415,2025-09-17,2025,Q3,9,North America,USA,Accessories,Keyboard Pro,Enterprise,15296.6,8173.69,1376.11,828.51,10378.32,4918.29,0.3215,13
ORD-00416,2025-03-18,2025,Q1,3,Asia,South Korea,Furniture,Conference Table,Enterprise,13028.7,6918.78,936.81,717.43,8573.01,4455.69,0.342,11
ORD-00417,2025-05-03,2025,Q2,5,North America,Mexico,Furniture,Ergonomic Chair,SMB,3370.47,1808.71,259.44,223.01,2291.16,1079.31,0.3202,3
ORD-00418,2025-09-05,2025,Q3,9,Asia,India,Furniture,Storage Cabinet,Enterprise,2540.68,1313.39,155.7,117.39,1586.48,954.2,0.3756,15
ORD-00419,2025-07-04,2025,Q3,7,Asia,South Korea,Accessories,Wireless Mouse,Enterprise,26493.39,13575.4,2148.93,1474.12,17198.46,9294.93,0.3508,14
ORD-00420,2025-05-21,2025,Q2,5,North America,Canada,Furniture,Storage Cabinet,Consumer,5988.52,3226.42,520.68,253.52,4000.63,1987.89,0.332,5
ORD-00421,2025-07-12,2025,Q3,7,Europe,Netherlands,Accessories,USB Hub,SMB,9071.39,4791.61,1098.51,499.43,6389.54,2681.85,0.2956,3
ORD-00422,2025-08-14,2025,Q3,8,Europe,France,Electronics,Tablet Air,Enterprise,4821.27,2390.08,583.35,311.01,3284.44,1536.84,0.3188,11
ORD-00423,2025-04-28,2025,Q2,4,Asia,Singapore,Electronics,Monitor Ultra,Consumer,7442.81,3729.37,482.57,483.79,4695.74,2747.08,0.3691,1
ORD-00424,2025-05-05,2025,Q2,5,Europe,France,Furniture,Ergonomic Chair,Consumer,7933.32,4514.69,510.95,356.92,5382.57,2550.75,0.3215,15
ORD-00425,2025-04-03,2025,Q2,4,North America,Canada,Electronics,Tablet Air,Enterprise,6553.09,3542.94,485.86,356.82,4385.62,2167.47,0.3308,4
ORD-00426,2025-07-30,2025,Q3,7,North America,USA,Furniture,Conference Table,Enterprise,19801.28,10183.15,1457.46,1142.89,12783.49,7017.79,0.3544,4
ORD-00427,2025-07-13,2025,Q3,7,Asia,Japan,Electronics,Laptop Pro,Enterprise,14542.77,8302.96,1171.14,942.3,10416.41,4126.36,0.2837,10
ORD-00428,2025-02-19,2025,Q1,2,Europe,Spain,Electronics,Laptop Pro,Enterprise,13486.49,6649.28,1053.35,874.27,8576.9,4909.58,0.364,15
ORD-00429,2025-12-14,2025,Q4,12,North America,Canada,Accessories,USB Hub,Enterprise,19108.48,9991.74,1684.46,1040.72,12716.92,6391.56,0.3345,13
ORD-00430,2025-07-15,2025,Q3,7,Asia,Thailand,Electronics,Monitor Ultra,Enterprise,7542.92,4198.28,658.52,320.68,5177.48,2365.44,0.3136,10
ORD-00431,2025-10-06,2025,Q4,10,Asia,Singapore,Furniture,Office Desk,Consumer,11282.86,5423.8,853.84,627.25,6904.89,4377.97,0.388,7
ORD-00432,2025-12-02,2025,Q4,12,Europe,Italy,Accessories,USB Hub,Enterprise,4939.72,2692.93,333.97,324.29,3351.19,1588.54,0.3216,7
ORD-00433,2025-10-17,2025,Q4,10,Asia,Thailand,Software,CRM Enterprise,Enterprise,11685.25,6524.8,870.25,597.19,7992.24,3693.02,0.316,9
ORD-00434,2025-09-05,2025,Q3,9,Asia,Singapore,Software,CRM Enterprise,Consumer,2501.99,1417.09,159.06,117.33,1693.47,808.52,0.3232,13
ORD-00435,2025-12-25,2025,Q4,12,Europe,Germany,Furniture,Storage Cabinet,SMB,14534.85,7869.21,1170.59,604.09,9643.89,4890.96,0.3365,7
ORD-00436,2025-11-22,2025,Q4,11,Europe,Germany,Furniture,Storage Cabinet,Consumer,6812.97,3313.88,454.11,288.88,4056.87,2756.1,0.4045,1
ORD-00437,2025-07-16,2025,Q3,7,Asia,Thailand,Software,Analytics Suite,Enterprise,17611.6,9226.67,1163.27,1051.53,11441.47,6170.14,0.3503,13
ORD-00438,2025-09-23,2025,Q3,9,Asia,Japan,Electronics,Smartphone X,Consumer,2957.5,1430.27,198.68,118.33,1747.27,1210.23,0.4092,3
ORD-00439,2025-02-14,2025,Q1,2,Asia,South Korea,Software,CRM Enterprise,SMB,10797.79,5741.99,886.58,454.14,7082.71,3715.08,0.3441,2
ORD-00440,2025-10-09,2025,Q4,10,Asia,Thailand,Software,Security Pro,SMB,4537.54,2615.01,334.16,236.49,3185.66,1351.88,0.2979,1
ORD-00441,2025-05-14,2025,Q2,5,Europe,Spain,Electronics,Laptop Pro,Consumer,4766.65,2739.4,400.82,327.48,3467.7,1298.95,0.2725,15
ORD-00442,2025-10-03,2025,Q4,10,North America,Canada,Accessories,Webcam HD,Consumer,7512.63,3788.83,527.31,475.31,4791.45,2721.19,0.3622,11
ORD-00443,2025-08-24,2025,Q3,8,North America,USA,Accessories,Wireless Mouse,SMB,1775.44,964.72,159.48,107.07,1231.27,544.17,0.3065,4
ORD-00444,2025-06-11,2025,Q2,6,Asia,Singapore,Electronics,Tablet Air,Enterprise,8398.26,4366.2,692.55,422.09,5480.84,2917.42,0.3474,9
ORD-00445,2025-04-02,2025,Q2,4,Asia,Singapore,Software,Cloud Platform,Consumer,4401.6,2529.65,354.3,296.22,3180.17,1221.43,0.2775,8
ORD-00446,2025-04-13,2025,Q2,4,Europe,France,Software,Cloud Platform,Enterprise,6192.21,3126.88,486.45,276.67,3889.99,2302.22,0.3718,2
ORD-00447,2025-03-03,2025,Q1,3,Europe,Spain,Electronics,Laptop Pro,SMB,7058.82,3610.88,613.72,468.91,4693.51,2365.3,0.3351,10
ORD-00448,2025-05-21,2025,Q2,5,Asia,Japan,Software,CRM Enterprise,Enterprise,20479.42,10092.76,1551.77,1079.17,12723.7,7755.72,0.3787,9
ORD-00449,2025-01-17,2025,Q1,1,North America,Canada,Accessories,Keyboard Pro,SMB,17591.23,9672.09,1298.27,1067.37,12037.73,5553.5,0.3157,1
ORD-00450,2025-12-12,2025,Q4,12,Europe,Spain,Electronics,Tablet Air,SMB,11262.34,5698.41,861.08,530.62,7090.11,4172.23,0.3705,8
ORD-00451,2025-11-10,2025,Q4,11,Asia,Singapore,Furniture,Storage Cabinet,SMB,4263.27,2345.1,303.41,279.8,2928.31,1334.95,0.3131,5
ORD-00452,2025-08-19,2025,Q3,8,Europe,Netherlands,Furniture,Ergonomic Chair,Enterprise,19713.28,11047.5,2342.4,1294.95,14684.85,5028.44,0.2551,4
ORD-00453,2025-03-16,2025,Q1,3,North America,USA,Accessories,Wireless Mouse,Enterprise,11901.69,5872.85,1033.04,701.24,7607.14,4294.55,0.3608,9
ORD-00454,2025-06-11,2025,Q2,6,Asia,Singapore,Software,Analytics Suite,SMB,2322.16,1152.57,154.34,110.6,1417.51,904.65,0.3896,14
ORD-00455,2025-11-19,2025,Q4,11,Europe,Spain,Software,Security Pro,SMB,6869.33,3680.24,579.09,345.69,4605.02,2264.31,0.3296,7
ORD-00456,2025-03-04,2025,Q1,3,Asia,Thailand,Furniture,Ergonomic Chair,SMB,6778.9,3710.22,505.87,420.94,4637.04,2141.86,0.316,15
ORD-00457,2025-02-10,2025,Q1,2,Asia,Thailand,Software,CRM Enterprise,Consumer,14370.62,8145.64,1138.4,975.15,10259.19,4111.43,0.2861,7
ORD-00458,2025-11-20,2025,Q4,11,North America,Mexico,Accessories,Wireless Mouse,Enterprise,5128.19,2578.56,356.44,249.95,3184.96,1943.23,0.3789,5
ORD-00459,2025-11-06,2025,Q4,11,North America,Canada,Software,CRM Enterprise,SMB,13613.38,7243.59,1000.7,612.87,8857.16,4756.22,0.3494,14
ORD-00460,2025-01-12,2025,Q1,1,Europe,France,Software,Analytics Suite,Enterprise,5256.36,2577.2,325.44,348.82,3251.46,2004.91,0.3814,9
ORD-00461,2025-01-28,2025,Q1,1,Europe,Spain,Electronics,Laptop Pro,SMB,11354.98,5546.12,998.64,587.0,7131.77,4223.21,0.3719,4
ORD-00462,2025-05-07,2025,Q2,5,North America,Canada,Accessories,Keyboard Pro,Enterprise,14647.98,7280.93,894.33,742.73,8917.99,5729.98,0.3912,15
ORD-00463,2025-06-16,2025,Q2,6,Asia,South Korea,Software,CRM Enterprise,Enterprise,26205.05,14406.55,1711.48,1517.99,17636.02,8569.03,0.327,11
ORD-00464,2025-11-22,2025,Q4,11,North America,Canada,Software,Security Pro,SMB,9990.23,5599.23,731.84,509.24,6840.31,3149.92,0.3153,5
ORD-00465,2025-03-21,2025,Q1,3,Asia,India,Electronics,Smartphone X,SMB,5589.66,2982.14,450.71,306.08,3738.93,1850.73,0.3311,13
ORD-00466,2025-09-02,2025,Q3,9,Asia,India,Accessories,USB Hub,Consumer,3852.62,1852.04,274.34,201.69,2328.08,1524.55,0.3957,9
ORD-00467,2025-08-12,2025,Q3,8,Asia,Japan,Furniture,Storage Cabinet,SMB,4438.31,2165.54,349.56,246.32,2761.42,1676.89,0.3778,13
ORD-00468,2025-11-10,2025,Q4,11,North America,Mexico,Software,Security Pro,Consumer,11272.44,6322.5,815.98,739.52,7878.0,3394.44,0.3011,3
ORD-00469,2025-03-11,2025,Q1,3,Asia,India,Accessories,Webcam HD,SMB,12788.22,6767.52,890.31,569.9,8227.73,4560.49,0.3566,9
ORD-00470,2025-01-12,2025,Q1,1,Europe,Germany,Software,Security Pro,Enterprise,19566.61,10814.68,1310.66,871.12,12996.45,6570.17,0.3358,8
ORD-00471,2025-04-22,2025,Q2,4,Asia,South Korea,Software,CRM Enterprise,SMB,8668.11,4846.71,605.97,566.08,6018.76,2649.35,0.3056,3
ORD-00472,2025-01-29,2025,Q1,1,Asia,South Korea,Electronics,Monitor Ultra,Enterprise,5916.22,3337.66,500.02,383.65,4221.33,1694.88,0.2865,2
ORD-00473,2025-05-08,2025,Q2,5,Asia,South Korea,Furniture,Office Desk,Enterprise,12927.78,7202.06,977.78,898.01,9077.85,3849.93,0.2978,8
ORD-00474,2025-07-19,2025,Q3,7,North America,Canada,Software,Cloud Platform,Consumer,11059.44,6132.15,845.91,482.9,7460.96,3598.47,0.3254,8
ORD-00475,2025-11-23,2025,Q4,11,Asia,Japan,Software,Analytics Suite,Consumer,3657.93,1797.11,288.93,181.93,2267.97,1389.96,0.38,3
ORD-00476,2025-05-22,2025,Q2,5,North America,USA,Accessories,Keyboard Pro,Enterprise,26186.59,14091.21,2113.85,1588.27,17793.33,8393.26,0.3205,3
ORD-00477,2025-07-10,2025,Q3,7,Europe,France,Furniture,Storage Cabinet,Enterprise,18803.16,9661.85,2596.51,1180.59,13438.95,5364.21,0.2853,1
ORD-00478,2025-01-31,2025,Q1,1,Asia,Japan,Electronics,Smartphone X,SMB,4648.54,2687.63,388.88,291.47,3367.98,1280.55,0.2755,13
ORD-00479,2025-08-13,2025,Q3,8,North America,USA,Electronics,Monitor Ultra,SMB,13204.55,6669.21,807.92,808.1,8285.23,4919.31,0.3725,9
ORD-00480,2025-05-31,2025,Q2,5,North America,Mexico,Accessories,Keyboard Pro,Consumer,3206.09,1650.39,262.81,154.72,2067.92,1138.17,0.355,14
ORD-00481,2025-11-03,2025,Q4,11,North America,USA,Electronics,Smartphone X,SMB,5744.7,2908.74,407.95,229.91,3546.61,2198.1,0.3826,11
ORD-00482,2025-09-17,2025,Q3,9,Asia,Japan,Electronics,Tablet Air,Consumer,3962.41,2187.65,316.0,222.56,2726.2,1236.2,0.312,7
ORD-00483,2025-04-08,2025,Q2,4,North America,Mexico,Accessories,Keyboard Pro,Consumer,4605.37,2399.31,320.81,197.51,2917.64,1687.74,0.3665,11
ORD-00484,2025-02-04,2025,Q1,2,Europe,France,Furniture,Office Desk,Enterprise,3694.14,1843.97,225.17,218.89,2288.03,1406.11,0.3806,7
ORD-00485,2025-12-03,2025,Q4,12,Asia,Thailand,Software,Analytics Suite,SMB,4440.58,2450.24,268.18,300.32,3018.74,1421.84,0.3202,11
ORD-00486,2025-09-09,2025,Q3,9,Europe,Spain,Electronics,Tablet Air,Consumer,11280.42,6419.05,1480.26,720.0,8619.31,2661.11,0.2359,1
ORD-00487,2025-11-12,2025,Q4,11,Asia,Thailand,Electronics,Laptop Pro,SMB,1956.08,981.15,147.85,84.18,1213.18,742.9,0.3798,4
ORD-00488,2025-09-30,2025,Q3,9,Asia,Japan,Furniture,Ergonomic Chair,Consumer,9567.21,4763.42,789.06,501.85,6054.33,3512.88,0.3672,2
ORD-00489,2025-11-23,2025,Q4,11,North America,Canada,Accessories,Webcam HD,Enterprise,5253.72,2616.56,378.51,263.34,3258.42,1995.3,0.3798,3
ORD-00490,2025-10-01,2025,Q4,10,North America,Canada,Software,Security Pro,Consumer,14876.21,7623.54,1058.47,936.09,9618.1,5258.11,0.3535,7
ORD-00491,2025-06-15,2025,Q2,6,North America,USA,Furniture,Storage Cabinet,Consumer,13929.13,7039.91,1237.6,744.16,9021.67,4907.46,0.3523,7
ORD-00492,2025-01-01,2025,Q1,1,North America,USA,Software,Analytics Suite,Consumer,2458.74,1399.1,148.01,170.96,1718.07,740.67,0.3012,4
ORD-00493,2025-06-11,2025,Q2,6,Europe,Italy,Furniture,Office Desk,Enterprise,12915.65,6401.14,877.61,861.33,8140.08,4775.57,0.3698,4
ORD-00494,2025-04-30,2025,Q2,4,Asia,Singapore,Electronics,Monitor Ultra,Consumer,13809.29,7642.43,1128.32,880.85,9651.6,4157.68,0.3011,3
ORD-00495,2025-09-07,2025,Q3,9,North America,Mexico,Electronics,Tablet Air,Enterprise,19973.6,10738.38,1245.44,832.45,12816.27,7157.33,0.3583,13
ORD-00496,2025-06-21,2025,Q2,6,Asia,South Korea,Accessories,Wireless Mouse,Enterprise,20414.41,11533.08,1793.6,1204.79,14531.47,5882.94,0.2882,11
ORD-00497,2025-07-15,2025,Q3,7,Europe,Italy,Electronics,Tablet Air,Consumer,8691.24,4455.85,1090.28,387.59,5933.73,2757.51,0.3173,11
ORD-00498,2025-07-21,2025,Q3,7,Asia,Thailand,Electronics,Smartphone X,SMB,5642.22,2930.75,360.91,239.66,3531.32,2110.9,0.3741,10
ORD-00499,2025-01-26,2025,Q1,1,North America,Canada,Software,Analytics Suite,SMB,9331.72,5201.34,596.4,411.03,6208.77,3122.96,0.3347,9
ORD-00500,2025-04-12,2025,Q2,4,Asia,South Korea,Furniture,Ergonomic Chair,Enterprise,2769.91,1544.71,193.07,187.59,1925.37,844.53,0.3049,2
ORD-00501,2025-02-27,2025,Q1,2,North America,Canada,Accessories,USB Hub,SMB,3914.52,2013.84,311.84,246.97,2572.64,1341.88,0.3428,3
ORD-00502,2025-06-29,2025,Q2,6,North America,Canada,Furniture,Storage Cabinet,Enterprise,25021.96,12594.78,2015.79,1117.97,15728.54,9293.42,0.3714,12
ORD-00503,2025-02-13,2025,Q1,2,Europe,Germany,Furniture,Ergonomic Chair,SMB,838.96,460.91,53.14,44.89,558.93,280.03,0.3338,1
ORD-00504,2025-06-19,2025,Q2,6,Europe,Netherlands,Furniture,Ergonomic Chair,Consumer,8087.36,4091.12,602.43,500.59,5194.14,2893.22,0.3577,3
ORD-00505,2025-12-22,2025,Q4,12,North America,Mexico,Electronics,Monitor Ultra,Consumer,13637.58,7264.47,922.77,570.1,8757.33,4880.25,0.3579,4
ORD-00506,2025-12-23,2025,Q4,12,North America,Canada,Electronics,Monitor Ultra,Consumer,14205.06,6913.03,1133.72,850.73,8897.49,5307.57,0.3736,15
ORD-00507,2025-12-04,2025,Q4,12,Asia,India,Electronics,Tablet Air,Consumer,6104.59,3528.32,459.41,374.15,4361.89,1742.7,0.2855,15
ORD-00508,2025-06-11,2025,Q2,6,Asia,Thailand,Electronics,Smartphone X,Enterprise,13966.99,7343.82,1226.17,567.68,9137.67,4829.31,0.3458,4
ORD-00509,2025-09-29,2025,Q3,9,Asia,Singapore,Accessories,Webcam HD,Consumer,2776.58,1429.04,195.91,163.14,1788.09,988.48,0.356,4
ORD-00510,2025-09-14,2025,Q3,9,Asia,India,Software,CRM Enterprise,Enterprise,25541.97,14684.37,1705.37,1283.58,17673.32,7868.64,0.3081,7
ORD-00511,2025-12-03,2025,Q4,12,Europe,Germany,Accessories,Keyboard Pro,SMB,4782.28,2368.54,426.18,321.81,3116.53,1665.75,0.3483,6
ORD-00512,2025-08-18,2025,Q3,8,North America,USA,Furniture,Ergonomic Chair,Consumer,8349.63,4675.88,717.05,411.39,5804.31,2545.32,0.3048,12
ORD-00513,2025-09-26,2025,Q3,9,Europe,Spain,Furniture,Ergonomic Chair,SMB,1779.96,949.25,225.08,81.03,1255.36,524.6,0.2947,14
ORD-00514,2025-03-16,2025,Q1,3,North America,USA,Software,CRM Enterprise,SMB,5878.26,3259.85,497.6,347.44,4104.89,1773.37,0.3017,12
ORD-00515,2025-05-21,2025,Q2,5,Europe,France,Electronics,Smartphone X,Enterprise,1583.77,916.36,124.34,92.13,1132.83,450.94,0.2847,10
ORD-00516,2025-04-29,2025,Q2,4,North America,USA,Furniture,Office Desk,SMB,1982.87,1106.41,126.95,129.65,1363.01,619.87,0.3126,8
ORD-00517,2025-12-31,2025,Q4,12,North America,Canada,Furniture,Storage Cabinet,SMB,8844.94,4390.44,590.74,462.22,5443.39,3401.55,0.3846,1
ORD-00518,2025-05-19,2025,Q2,5,Asia,Japan,Furniture,Ergonomic Chair,Enterprise,5521.74,3177.6,404.07,323.09,3904.76,1616.99,0.2928,12
ORD-00519,2025-06-16,2025,Q2,6,Asia,Japan,Accessories,Webcam HD,Enterprise,16766.97,9430.3,1368.29,868.94,11667.52,5099.45,0.3041,12
ORD-00520,2025-10-20,2025,Q4,10,North America,Mexico,Electronics,Laptop Pro,SMB,8550.07,4854.53,738.16,405.03,5997.72,2552.35,0.2985,9
ORD-00521,2025-07-22,2025,Q3,7,North America,USA,Accessories,Wireless Mouse,Enterprise,8499.78,4418.22,587.65,551.03,5556.9,2942.89,0.3462,8
ORD-00522,2025-03-27,2025,Q1,3,Asia,Singapore,Electronics,Smartphone X,SMB,15040.15,7898.63,1228.47,652.67,9779.77,5260.38,0.3498,13
ORD-00523,2025-10-27,2025,Q4,10,North America,Mexico,Furniture,Storage Cabinet,SMB,6228.22,3005.06,458.46,416.66,3880.18,2348.04,0.377,15
ORD-00524,2025-04-14,2025,Q2,4,Asia,India,Software,Security Pro,Consumer,9904.36,5458.76,642.99,614.05,6715.8,3188.56,0.3219,2
ORD-00525,2025-02-28,2025,Q1,2,North America,Canada,Software,Analytics Suite,Consumer,10755.55,5944.46,959.99,627.72,7532.17,3223.38,0.2997,3
ORD-00526,2025-07-13,2025,Q3,7,North America,Canada,Electronics,Smartphone X,SMB,10439.55,5699.51,673.38,689.68,7062.57,3376.98,0.3235,3
ORD-00527,2025-12-31,2025,Q4,12,Europe,Spain,Software,Security Pro,Consumer,11645.14,6109.34,917.56,506.87,7533.78,4111.36,0.3531,3
ORD-00528,2025-04-14,2025,Q2,4,Europe,Netherlands,Software,Analytics Suite,SMB,9258.72,4905.86,779.8,539.22,6224.89,3033.83,0.3277,8
ORD-00529,2025-05-02,2025,Q2,5,Europe,Netherlands,Accessories,Webcam HD,SMB,8288.63,4476.87,498.95,550.9,5526.73,2761.91,0.3332,5
ORD-00530,2025-11-14,2025,Q4,11,North America,Mexico,Furniture,Office Desk,Enterprise,4769.49,2600.93,291.42,312.95,3205.31,1564.18,0.328,11
ORD-00531,2025-10-23,2025,Q4,10,North America,Canada,Software,Analytics Suite,Enterprise,3741.97,2168.0,242.63,181.6,2592.23,1149.74,0.3073,11
ORD-00532,2025-12-21,2025,Q4,12,North America,Mexico,Furniture,Storage Cabinet,Consumer,8895.01,5098.16,558.55,435.67,6092.38,2802.63,0.3151,6
ORD-00533,2025-07-14,2025,Q3,7,Europe,Spain,Electronics,Tablet Air,SMB,2941.1,1616.02,311.05,164.15,2091.22,849.88,0.289,9
ORD-00534,2025-04-18,2025,Q2,4,North America,USA,Electronics,Laptop Pro,Consumer,11081.06,6015.89,993.04,604.03,7612.95,3468.11,0.313,12
ORD-00535,2025-11-06,2025,Q4,11,North America,Canada,Accessories,USB Hub,SMB,9741.81,5645.4,687.92,427.58,6760.91,2980.9,0.306,10
ORD-00536,2025-09-12,2025,Q3,9,North America,Mexico,Accessories,Webcam HD,Enterprise,23963.62,12060.22,1646.65,1097.69,14804.57,9159.05,0.3822,2
ORD-00537,2025-01-13,2025,Q1,1,Asia,India,Furniture,Storage Cabinet,SMB,1391.56,716.61,117.14,64.53,898.28,493.29,0.3545,11
ORD-00538,2025-04-14,2025,Q2,4,North America,Canada,Software,Analytics Suite,SMB,5824.94,3116.34,483.53,252.89,3852.76,1972.18,0.3386,6
ORD-00539,2025-06-24,2025,Q2,6,Asia,Thailand,Electronics,Smartphone X,Enterprise,9526.44,4894.62,763.77,642.89,6301.29,3225.15,0.3385,13
ORD-00540,2025-01-19,2025,Q1,1,North America,USA,Accessories,Keyboard Pro,Consumer,7178.96,4067.04,623.69,386.76,5077.49,2101.47,0.2927,14
ORD-00541,2025-07-31,2025,Q3,7,North America,USA,Software,Security Pro,Consumer,8270.34,4142.0,666.3,529.19,5337.49,2932.85,0.3546,15
ORD-00542,2025-07-01,2025,Q3,7,Europe,France,Software,Analytics Suite,SMB,17714.97,9613.05,2341.42,1012.05,12966.51,4748.45,0.268,7
ORD-00543,2025-04-06,2025,Q2,4,North America,USA,Software,Security Pro,Consumer,958.61,499.81,71.81,45.18,616.8,341.81,0.3566,8
ORD-00544,2025-06-04,2025,Q2,6,Europe,Netherlands,Software,Cloud Platform,Enterprise,10667.03,5160.06,704.7,456.32,6321.07,4345.95,0.4074,9
ORD-00545,2025-01-13,2025,Q1,1,Asia,Thailand,Furniture,Ergonomic Chair,SMB,16671.28,9223.29,1262.16,1054.73,11540.18,5131.1,0.3078,3
ORD-00546,2025-02-20,2025,Q1,2,North America,Mexico,Furniture,Ergonomic Chair,Consumer,1030.01,534.33,88.52,44.78,667.63,362.38,0.3518,5
ORD-00547,2025-01-23,2025,Q1,1,North America,Mexico,Electronics,Tablet Air,SMB,16071.83,7880.19,1333.73,1002.35,10216.26,5855.57,0.3643,1
ORD-00548,2025-10-23,2025,Q4,10,Asia,Japan,Software,Cloud Platform,Enterprise,8379.41,4468.13,697.03,503.89,5669.05,2710.36,0.3235,5
ORD-00549,2025-03-18,2025,Q1,3,Europe,Italy,Electronics,Laptop Pro,Consumer,8614.57,4223.19,657.08,486.56,5366.83,3247.74,0.377,5
ORD-00550,2025-03-14,2025,Q1,3,North America,Canada,Furniture,Ergonomic Chair,Enterprise,9026.95,5138.36,688.01,374.82,6201.19,2825.77,0.313,1
ORD-00551,2025-08-30,2025,Q3,8,North America,USA,Electronics,Monitor Ultra,Enterprise,3147.72,1634.27,255.41,210.07,2099.75,1047.97,0.3329,11
ORD-00552,2025-12-20,2025,Q4,12,North America,Canada,Software,Security Pro,SMB,14823.49,8172.04,1187.75,830.18,10189.97,4633.52,0.3126,15
ORD-00553,2025-08-27,2025,Q3,8,North America,USA,Electronics,Monitor Ultra,Enterprise,12790.75,7015.06,1039.97,690.21,8745.24,4045.51,0.3163,4
ORD-00554,2025-04-25,2025,Q2,4,Europe,Netherlands,Software,Security Pro,SMB,3790.34,2167.04,264.98,249.49,2681.52,1108.83,0.2925,6
ORD-00555,2025-08-21,2025,Q3,8,Asia,India,Electronics,Monitor Ultra,Enterprise,10072.61,5299.44,655.97,634.96,6590.37,3482.24,0.3457,10
