order_id,order_date,year,quarter,month,region,country,product_category,product,customer_segment,revenue,material_cost,shipping_cost,marketing_cost,total_cost,profit,margin,orders,month_name,shipping_cost_pct,material_cost_pct,marketing_cost_pct
ORD-00533,2025-07-14,2025,Q3,7,Europe,Spain,Electronics,Tablet Air,SMB,2941.1,1616.02,311.05,164.15,2091.22,849.88,0.289,9,July,0.1058,0.5495,0.0558
ORD-00534,2025-04-18,2025,Q2,4,North America,USA,Electronics,Laptop Pro,Consumer,11081.06,6015.89,993.04,604.03,7612.96,3468.1,0.313,12,April,0.0896,0.5429,0.0545
ORD-00535,2025-11-06,2025,Q4,11,North America,Canada,Accessories,USB Hub,SMB,9741.81,5645.4,687.92,427.58,6760.9,2980.91,0.306,10,November,0.0706,0.5795,0.0439
ORD-00536,2025-09-12,2025,Q3,9,North America,Mexico,Accessories,Webcam HD,Enterprise,23963.62,12060.22,1646.65,1097.69,14804.56,9159.06,0.3822,2,September,0.0687,0.5033,0.0458
ORD-00537,2025-01-13,2025,Q1,1,Asia,India,Furniture,Storage Cabinet,SMB,1391.56,716.61,117.14,64.53,898.28,493.28,0.3545,11,January,0.0842,0.515,0.0464
ORD-00538,2025-04-14,2025,Q2,4,North America,Canada,Software,Analytics Suite,SMB,5824.94,3116.34,483.53,252.89,3852.76,1972.18,0.3386,6,April,0.083,0.535,0.0434
ORD-00539,2025-06-24,2025,Q2,6,Asia,Thailand,Electronics,Smartphone X,Enterprise,9526.44,4894.62,763.77,642.89,6301.28,3225.16,0.3385,13,June,0.0802,0.5138,0.0675
ORD-00540,2025-01-19,2025,Q1,1,North America,USA,Accessories,Keyboard Pro,Consumer,7178.96,4067.04,623.69,386.76,5077.49,2101.47,0.2927,14,January,0.0869,0.5665,0.0539
ORD-00541,2025-07-31,2025,Q3,7,North America,USA,Software,Security Pro,Consumer,8270.34,4142.0,666.3,529.19,5337.49,2932.85,0.3546,15,July,0.0806,0.5008,0.064
ORD-00542,2025-07-01,2025,Q3,7,Europe,France,Software,Analytics Suite,SMB,17714.97,9613.05,2341.42,1012.05,12966.52,4748.45,0.268,7,July,0.1322,0.5427,0.0571
ORD-00543,2025-04-06,2025,Q2,4,North America,USA,Software,Security Pro,Consumer,958.61,499.81,71.81,45.18,616.8,341.81,0.3566,8,April,0.0749,0.5214,0.0471
ORD-00544,2025-06-04,2025,Q2,6,Europe,Netherlands,Software,Cloud Platform,Enterprise,10667.03,5160.06,704.7,456.32,6321.08,4345.95,0.4074,9,June,0.0661,0.4837,0.0428
ORD-00545,2025-01-13,2025,Q1,1,Asia,Thailand,Furniture,Ergonomic Chair,SMB,16671.28,9223.29,1262.16,1054.73,11540.18,5131.1,0.3078,3,January,0.0757,0.5532,0.0633
ORD-00546,2025-02-20,2025,Q1,2,North America,Mexico,Furniture,Ergonomic Chair,Consumer,1030.01,534.33,88.52,44.78,667.63,362.38,0.3518,5,February,0.0859,0.5188,0.0435
ORD-00547,2025-01-23,2025,Q1,1,North America,Mexico,Electronics,Tablet Air,SMB,16071.83,7880.19,1333.73,1002.35,10216.27,5855.56,0.3643,1,January,0.083,0.4903,0.0624
ORD-00548,2025-10-23,2025,Q4,10,Asia,Japan,Software,Cloud Platform,Enterprise,8379.41,4468.13,697.03,503.89,5669.05,2710.36,0.3235,5,October,0.0832,0.5332,0.0601
ORD-00549,2025-03-18,2025,Q1,3,Europe,Italy,Electronics,Laptop Pro,Consumer,8614.57,4223.19,657.08,486.56,5366.83,3247.74,0.377,5,March,0.0763,0.4902,0.0565
ORD-00550,2025-03-14,2025,Q1,3,North America,Canada,Furniture,Ergonomic Chair,Enterprise,9026.95,5138.36,688.01,374.82,6201.19,2825.76,0.313,1,March,0.0762,0.5692,0.0415
ORD-00551,2025-08-30,2025,Q3,8,North America,USA,Electronics,Monitor Ultra,Enterprise,3147.72,1634.27,255.41,210.07,2099.75,1047.97,0.3329,11,August,0.0811,0.5192,0.0667
ORD-00552,2025-12-20,2025,Q4,12,North America,Canada,Software,Security Pro,SMB,14823.49,8172.04,1187.75,830.18,10189.97,4633.52,0.3126,15,December,0.0801,0.5513,0.056
ORD-00553,2025-08-27,2025,Q3,8,North America,USA,Electronics,Monitor Ultra,Enterprise,12790.75,7015.06,1039.97,690.21,8745.24,4045.51,0.3163,4,August,0.0813,0.5484,0.054
ORD-00554,2025-04-25,2025,Q2,4,Europe,Netherlands,Software,Security Pro,SMB,3790.34,2167.04,264.98,249.49,2681.51,1108.83,0.2925,6,April,0.0699,0.5717,0.0658
ORD-00555,2025-08-21,2025,Q3,8,Asia,India,Electronics,Monitor Ultra,Enterprise,10072.61,5299.44,655.97,634.96,6590.37,3482.24,0.3457,10,August,0.0651,0.5261,0.063
ORD-00556,2025-10-22,2025,Q4,10,Europe,Netherlands,Electronics,Monitor Ultra,Consumer,12052.99,6178.2,958.01,768.65,7904.86,4148.13,0.3442,9,October,0.0795,0.5126,0.0638
ORD-00557,2025-08-25,2025,Q3,8,Asia,Thailand,Accessories,Keyboard Pro,Consumer,4033.52,2000.23,300.38,169.33,2469.94,1563.58,0.3876,4,August,0.0745,0.4959,0.042
ORD-00558,2025-12-22,2025,Q4,12,North America,Canada,Accessories,USB Hub,Consumer,10564.93,5254.03,846.13,656.94,6757.1,3807.83,0.3604,12,December,0.0801,0.4973,0.0622
ORD-00559,2025-10-21,2025,Q4,10,Asia,India,Accessories,USB Hub,Consumer,1915.98,1004.97,132.66,99.96,1237.59,678.39,0.3541,10,October,0.0692,0.5245,0.0522
ORD-00560,2025-02-25,2025,Q1,2,North America,Mexico,Accessories,USB Hub,SMB,11822.81,5747.64,786.55,522.18,7056.37,4766.44,0.4032,10,February,0.0665,0.4861,0.0442
ORD-00561,2025-11-22,2025,Q4,11,Europe,France,Furniture,Storage Cabinet,Consumer,4726.8,2559.83,347.02,218.24,3125.09,1601.71,0.3389,15,November,0.0734,0.5416,0.0462
ORD-00562,2025-06-12,2025,Q2,6,Asia,Thailand,Software,CRM Enterprise,Consumer,14747.41,7586.46,924.35,593.49,9104.3,5643.11,0.3827,9,June,0.0627,0.5144,0.0402
ORD-00563,2025-07-26,2025,Q3,7,Europe,Italy,Electronics,Tablet Air,Consumer,14534.54,6977.81,1730.21,1008.13,9716.15,4818.39,0.3315,2,July,0.119,0.4801,0.0694
ORD-00564,2025-05-25,2025,Q2,5,Europe,France,Accessories,Webcam HD,Consumer,5112.85,2649.88,365.3,288.13,3303.31,1809.54,0.3539,11,May,0.0714,0.5183,0.0564
ORD-00565,2025-03-30,2025,Q1,3,Asia,Japan,Furniture,Storage Cabinet,SMB,15215.35,7538.09,1368.22,914.47,9820.78,5394.57,0.3545,3,March,0.0899,0.4954,0.0601
ORD-00566,2025-01-06,2025,Q1,1,Europe,Germany,Furniture,Storage Cabinet,Consumer,6832.66,3956.26,427.31,404.95,4788.52,2044.14,0.2992,7,January,0.0625,0.579,0.0593
ORD-00567,2025-08-22,2025,Q3,8,North America,Mexico,Accessories,Keyboard Pro,SMB,9463.82,5065.08,695.6,479.43,6240.11,3223.71,0.3406,3,August,0.0735,0.5352,0.0507
ORD-00568,2025-08-06,2025,Q3,8,North America,USA,Accessories,Keyboard Pro,Consumer,7775.07,4051.46,593.9,396.6,5041.96,2733.11,0.3515,1,August,0.0764,0.5211,0.051
ORD-00569,2025-10-18,2025,Q4,10,Asia,Singapore,Electronics,Monitor Ultra,Consumer,1660.92,918.52,125.88,109.26,1153.66,507.26,0.3054,13,October,0.0758,0.553,0.0658
ORD-00570,2025-05-24,2025,Q2,5,Asia,Thailand,Electronics,Laptop Pro,Enterprise,13230.99,7332.2,1175.07,560.23,9067.5,4163.49,0.3147,11,May,0.0888,0.5542,0.0423
ORD-00571,2025-10-04,2025,Q4,10,North America,Canada,Electronics,Tablet Air,Consumer,11788.64,6211.28,888.63,637.49,7737.4,4051.24,0.3437,12,October,0.0754,0.5269,0.0541
ORD-00572,2025-06-19,2025,Q2,6,Asia,Singapore,Software,Security Pro,Enterprise,1822.01,1042.71,150.28,112.62,1305.61,516.4,0.2834,10,June,0.0825,0.5723,0.0618
ORD-00573,2025-05-14,2025,Q2,5,Europe,Spain,Furniture,Office Desk,Consumer,14860.29,8334.98,1169.94,722.28,10227.2,4633.09,0.3118,2,May,0.0787,0.5609,0.0486
ORD-00574,2025-03-06,2025,Q1,3,North America,USA,Software,Security Pro,Enterprise,16972.32,8613.82,1149.17,1056.41,10819.4,6152.92,0.3625,10,March,0.0677,0.5075,0.0622
ORD-00575,2025-03-31,2025,Q1,3,North America,Mexico,Furniture,Storage Cabinet,SMB,14656.43,7417.99,1187.51,799.47,9404.97,5251.46,0.3583,13,March,0.081,0.5061,0.0545
ORD-00576,2025-09-28,2025,Q3,9,Europe,Italy,Electronics,Smartphone X,Consumer,14042.16,6956.7,1629.76,980.25,9566.71,4475.45,0.3187,13,September,0.1161,0.4954,0.0698
ORD-00577,2025-07-16,2025,Q3,7,Europe,Spain,Furniture,Ergonomic Chair,Consumer,11148.24,5735.85,1369.73,698.6,7804.18,3344.06,0.3,2,July,0.1229,0.5145,0.0627
ORD-00578,2025-01-27,2025,Q1,1,Europe,Spain,Accessories,Webcam HD,SMB,8887.03,5108.49,779.16,417.78,6305.43,2581.6,0.2905,11,January,0.0877,0.5748,0.047
ORD-00579,2025-12-28,2025,Q4,12,Asia,South Korea,Software,Cloud Platform,Consumer,13119.03,6312.7,1152.07,701.4,8166.17,4952.86,0.3775,11,December,0.0878,0.4812,0.0535
ORD-00580,2025-06-11,2025,Q2,6,North America,Mexico,Electronics,Laptop Pro,Consumer,9742.65,5608.05,710.76,658.03,6976.84,2765.81,0.2839,14,June,0.073,0.5756,0.0675
ORD-00581,2025-05-20,2025,Q2,5,Asia,Singapore,Software,Analytics Suite,SMB,11985.57,6221.9,997.13,748.77,7967.8,4017.77,0.3352,12,May,0.0832,0.5191,0.0625
ORD-00582,2025-12-11,2025,Q4,12,North America,USA,Software,Cloud Platform,SMB,10128.46,5543.1,860.42,408.77,6812.29,3316.17,0.3274,2,December,0.085,0.5473,0.0404
ORD-00583,2025-09-26,2025,Q3,9,Europe,Spain,Software,Cloud Platform,Consumer,4607.81,2300.71,433.6,197.02,2931.33,1676.48,0.3638,10,September,0.0941,0.4993,0.0428
ORD-00584,2025-12-03,2025,Q4,12,Europe,Netherlands,Electronics,Laptop Pro,Enterprise,23253.11,11463.57,1853.08,1557.89,14874.54,8378.57,0.3603,10,December,0.0797,0.493,0.067
ORD-00585,2025-04-05,2025,Q2,4,Europe,France,Software,Security Pro,SMB,12092.31,5895.87,890.03,844.74,7630.64,4461.67,0.369,13,April,0.0736,0.4876,0.0699
ORD-00586,2025-08-07,2025,Q3,8,North America,Mexico,Software,Security Pro,Enterprise,21277.09,10802.99,1316.45,1099.13,13218.57,8058.52,0.3787,1,August,0.0619,0.5077,0.0517
ORD-00587,2025-05-13,2025,Q2,5,Asia,Japan,Accessories,Wireless Mouse,SMB,17641.94,8822.15,1266.32,1047.31,11135.78,6506.16,0.3688,2,May,0.0718,0.5001,0.0594
ORD-00588,2025-03-15,2025,Q1,3,North America,Canada,Furniture,Office Desk,SMB,13047.97,6397.79,811.42,745.57,7954.78,5093.19,0.3903,5,March,0.0622,0.4903,0.0571
ORD-00589,2025-08-17,2025,Q3,8,Europe,Spain,Furniture,Office Desk,Enterprise,18246.21,9244.33,2290.86,1225.02,12760.21,5486.0,0.3007,10,August,0.1256,0.5066,0.0671
ORD-00590,2025-01-02,2025,Q1,1,North America,Mexico,Accessories,Webcam HD,SMB,7628.08,4216.63,643.57,321.17,5181.37,2446.71,0.3208,4,January,0.0844,0.5528,0.0421
ORD-00591,2025-01-02,2025,Q1,1,Asia,South Korea,Electronics,Tablet Air,SMB,12463.94,6482.02,984.25,857.08,8323.35,4140.59,0.3322,2,January,0.079,0.5201,0.0688
ORD-00592,2025-07-07,2025,Q3,7,North America,Canada,Electronics,Monitor Ultra,SMB,11871.59,5908.04,726.3,611.68,7246.02,4625.57,0.3896,4,July,0.0612,0.4977,0.0515
ORD-00593,2025-06-03,2025,Q2,6,North America,Canada,Electronics,Tablet Air,SMB,2076.61,1128.18,170.41,91.78,1390.37,686.24,0.3305,4,June,0.0821,0.5433,0.0442
ORD-00594,2025-01-13,2025,Q1,1,North America,Mexico,Furniture,Storage Cabinet,SMB,1696.07,905.8,117.42,95.01,1118.23,577.84,0.3407,14,January,0.0692,0.5341,0.056
ORD-00595,2025-08-19,2025,Q3,8,Europe,Germany,Software,Analytics Suite,SMB,14307.35,6928.78,1409.21,918.72,9256.71,5050.64,0.353,11,August,0.0985,0.4843,0.0642
ORD-00596,2025-09-25,2025,Q3,9,Asia,Thailand,Furniture,Ergonomic Chair,Enterprise,1862.51,920.37,148.28,100.83,1169.48,693.03,0.3721,15,September,0.0796,0.4942,0.0541
ORD-00597,2025-11-13,2025,Q4,11,Europe,France,Furniture,Office Desk,Enterprise,17412.46,9933.22,1473.48,747.32,12154.02,5258.44,0.302,10,November,0.0846,0.5705,0.0429
ORD-00598,2025-03-29,2025,Q1,3,North America,USA,Electronics,Laptop Pro,SMB,10952.61,5931.53,677.89,504.69,7114.11,3838.5,0.3505,6,March,0.0619,0.5416,0.0461
ORD-00599,2025-12-14,2025,Q4,12,Asia,Singapore,Electronics,Smartphone X,SMB,15153.83,8475.69,1256.66,875.78,10608.13,4545.7,0.3,6,December,0.0829,0.5593,0.0578
ORD-00600,2025-02-02,2025,Q1,2,Europe,Italy,Furniture,Storage Cabinet,Enterprise,19073.32,10210.73,1395.4,1292.6,12898.73,6174.59,0.3237,1,February,0.0732,0.5353,0.0678
ORD-00601,2025-03-10,2025,Q1,3,Europe,Netherlands,Accessories,Keyboard Pro,Enterprise,23858.26,11644.56,1436.67,1617.21,14698.44,9159.82,0.3839,12,March,0.0602,0.4881,0.0678
ORD-00602,2025-11-30,2025,Q4,11,North America,Canada,Accessories,Webcam HD,Consumer,2339.94,1156.65,159.42,125.22,1441.29,898.65,0.384,4,November,0.0681,0.4943,0.0535
ORD-00603,2025-03-31,2025,Q1,3,North America,Mexico,Electronics,Smartphone X,Consumer,7748.37,4455.54,610.69,491.85,5558.08,2190.29,0.2827,6,March,0.0788,0.575,0.0635
ORD-00604,2025-08-03,2025,Q3,8,Europe,Netherlands,Furniture,Ergonomic Chair,Enterprise,26650.35,15395.35,3245.48,1755.78,20396.61,6253.74,0.2347,9,August,0.1218,0.5777,0.0659
ORD-00605,2025-09-17,2025,Q3,9,Europe,Spain,Furniture,Conference Table,Enterprise,5956.07,3333.38,743.7,411.31,4488.39,1467.68,0.2464,8,September,0.1249,0.5597,0.0691
ORD-00606,2025-09-12,2025,Q3,9,Europe,France,Electronics,Laptop Pro,Consumer,5780.8,2895.94,605.19,338.2,3839.33,1941.47,0.3358,15,September,0.1047,0.501,0.0585
ORD-00607,2025-08-21,2025,Q3,8,Europe,Germany,Electronics,Smartphone X,Enterprise,21401.34,11310.74,2105.83,1430.73,14847.3,6554.04,0.3062,12,August,0.0984,0.5285,0.0669
ORD-00608,2025-08-16,2025,Q3,8,North America,Mexico,Software,CRM Enterprise,Enterprise,20398.96,11624.09,1364.73,883.36,13872.18,6526.78,0.32,4,August,0.0669,0.5698,0.0433
ORD-00609,2025-02-20,2025,Q1,2,Europe,Spain,Furniture,Storage Cabinet,Enterprise,2819.13,1518.13,173.74,149.63,1841.5,977.63,0.3468,4,February,0.0616,0.5385,0.0531
ORD-00610,2025-11-09,2025,Q4,11,Asia,Japan,Accessories,USB Hub,Enterprise,12847.02,6416.0,909.03,617.82,7942.85,4904.17,0.3817,6,November,0.0708,0.4994,0.0481
ORD-00611,2025-03-07,2025,Q1,3,Europe,Netherlands,Electronics,Tablet Air,Enterprise,3799.95,2000.88,275.67,238.68,2515.23,1284.72,0.3381,4,March,0.0725,0.5266,0.0628
ORD-00612,2025-06-01,2025,Q2,6,North America,USA,Furniture,Ergonomic Chair,Enterprise,11645.27,6197.34,999.93,541.43,7738.7,3906.57,0.3355,8,June,0.0859,0.5322,0.0465
ORD-00613,2025-08-25,2025,Q3,8,Asia,India,Accessories,Keyboard Pro,Enterprise,9442.42,5079.52,819.17,545.33,6444.02,2998.4,0.3175,3,August,0.0868,0.5379,0.0578
ORD-00614,2025-10-21,2025,Q4,10,Europe,Spain,Electronics,Laptop Pro,SMB,13362.49,7087.75,972.4,692.57,8752.72,4609.77,0.345,13,October,0.0728,0.5304,0.0518
ORD-00615,2025-12-23,2025,Q4,12,Europe,Spain,Accessories,Keyboard Pro,Enterprise,15476.51,7447.95,1268.36,1060.11,9776.42,5700.09,0.3683,3,December,0.082,0.4812,0.0685
ORD-00616,2025-07-03,2025,Q3,7,Asia,Japan,Electronics,Laptop Pro,SMB,12241.22,6073.85,903.14,699.11,7676.1,4565.12,0.3729,10,July,0.0738,0.4962,0.0571
ORD-00617,2025-01-13,2025,Q1,1,Asia,South Korea,Furniture,Storage Cabinet,Enterprise,21515.31,11124.32,1590.6,1269.45,13984.37,7530.94,0.35,14,January,0.0739,0.517,0.059
ORD-00618,2025-11-18,2025,Q4,11,Europe,Spain,Software,Analytics Suite,SMB,8010.7,4061.26,708.01,450.79,5220.06,2790.64,0.3484,13,November,0.0884,0.507,0.0563
ORD-00619,2025-04-17,2025,Q2,4,North America,USA,Software,Analytics Suite,Consumer,14207.17,7777.93,1230.9,615.58,9624.41,4582.76,0.3226,6,April,0.0866,0.5475,0.0433
ORD-00620,2025-08-27,2025,Q3,8,North America,USA,Software,Security Pro,Enterprise,17817.31,9808.2,1368.77,1126.18,12303.15,5514.16,0.3095,3,August,0.0768,0.5505,0.0632
ORD-00621,2025-06-21,2025,Q2,6,Europe,Netherlands,Electronics,Monitor Ultra,Consumer,14117.65,7595.46,1253.27,653.56,9502.29,4615.36,0.3269,12,June,0.0888,0.538,0.0463
ORD-00622,2025-04-26,2025,Q2,4,Asia,Singapore,Software,CRM Enterprise,SMB,1547.6,800.55,113.86,85.19,999.6,548.0,0.3541,14,April,0.0736,0.5173,0.055
ORD-00623,2025-03-04,2025,Q1,3,Asia,Thailand,Software,CRM Enterprise,Consumer,5838.11,3195.38,471.7,404.83,4071.91,1766.2,0.3025,15,March,0.0808,0.5473,0.0693
ORD-00624,2025-02-03,2025,Q1,2,Europe,Spain,Electronics,Laptop Pro,SMB,16224.26,8255.51,1439.07,702.2,10396.78,5827.48,0.3592,5,February,0.0887,0.5088,0.0433
ORD-00625,2025-02-27,2025,Q1,2,North America,USA,Accessories,Keyboard Pro,Enterprise,14489.95,7864.09,996.84,1001.07,9862.0,4627.95,0.3194,9,February,0.0688,0.5427,0.0691
ORD-00626,2025-03-09,2025,Q1,3,Asia,Singapore,Accessories,Webcam HD,Consumer,9847.92,5014.09,609.47,651.48,6275.04,3572.88,0.3628,4,March,0.0619,0.5092,0.0662
ORD-00627,2025-09-24,2025,Q3,9,North America,Canada,Accessories,USB Hub,Consumer,9867.74,5058.51,767.72,601.0,6427.23,3440.51,0.3487,14,September,0.0778,0.5126,0.0609
ORD-00628,2025-10-08,2025,Q4,10,Asia,South Korea,Software,Cloud Platform,SMB,3588.23,1815.65,267.42,248.02,2331.09,1257.14,0.3504,13,October,0.0745,0.506,0.0691
ORD-00629,2025-01-25,2025,Q1,1,Europe,Italy,Software,CRM Enterprise,Enterprise,17046.25,8456.29,1296.53,775.07,10527.89,6518.36,0.3824,3,January,0.0761,0.4961,0.0455
ORD-00630,2025-12-29,2025,Q4,12,North America,Mexico,Furniture,Ergonomic Chair,Enterprise,3951.54,2289.43,305.2,210.33,2804.96,1146.58,0.2902,6,December,0.0772,0.5794,0.0532
ORD-00631,2025-04-05,2025,Q2,4,Europe,Netherlands,Electronics,Tablet Air,SMB,3174.23,1665.97,283.34,177.79,2127.1,1047.13,0.3299,2,April,0.0893,0.5248,0.056
ORD-00632,2025-01-13,2025,Q1,1,Asia,South Korea,Furniture,Storage Cabinet,SMB,3315.33,1912.99,253.24,183.08,2349.31,966.02,0.2914,11,January,0.0764,0.577,0.0552
ORD-00633,2025-12-28,2025,Q4,12,Asia,South Korea,Software,Cloud Platform,Consumer,11063.88,6331.08,776.25,479.83,7587.16,3476.72,0.3142,8,December,0.0702,0.5722,0.0434
ORD-00634,2025-01-21,2025,Q1,1,Europe,Netherlands,Electronics,Tablet Air,Enterprise,11382.54,6420.75,835.24,486.88,7742.87,3639.67,0.3198,1,January,0.0734,0.5641,0.0428
ORD-00635,2025-11-08,2025,Q4,11,North America,USA,Furniture,Conference Table,Enterprise,1488.52,794.63,109.2,89.53,993.36,495.16,0.3327,2,November,0.0734,0.5338,0.0601
ORD-00636,2025-09-20,2025,Q3,9,Asia,Japan,Accessories,USB Hub,Consumer,9273.63,5326.22,809.16,471.4,6606.78,2666.85,0.2876,3,September,0.0873,0.5743,0.0508
ORD-00637,2025-08-07,2025,Q3,8,Asia,South Korea,Software,Analytics Suite,SMB,6601.61,3372.16,484.34,375.18,4231.68,2369.93,0.359,4,August,0.0734,0.5108,0.0568
ORD-00638,2025-08-16,2025,Q3,8,North America,Canada,Accessories,USB Hub,Enterprise,21928.06,12653.28,1594.5,1466.83,15714.61,6213.45,0.2834,3,August,0.0727,0.577,0.0669
ORD-00639,2025-10-28,2025,Q4,10,North America,USA,Furniture,Ergonomic Chair,SMB,8858.27,5020.45,793.69,371.9,6186.04,2672.23,0.3017,10,October,0.0896,0.5668,0.042
ORD-00640,2025-07-12,2025,Q3,7,Europe,Germany,Accessories,USB Hub,SMB,3643.14,1917.06,435.02,245.72,2597.8,1045.34,0.2869,4,July,0.1194,0.5262,0.0674
ORD-00641,2025-04-06,2025,Q2,4,Asia,Singapore,Accessories,Wireless Mouse,SMB,15121.78,7718.03,1161.03,815.12,9694.18,5427.6,0.3589,1,April,0.0768,0.5104,0.0539
ORD-00642,2025-01-02,2025,Q1,1,Europe,Italy,Software,CRM Enterprise,Enterprise,17964.52,10226.64,1302.69,983.68,12513.01,5451.51,0.3035,12,January,0.0725,0.5693,0.0548
ORD-00643,2025-11-27,2025,Q4,11,Europe,Germany,Electronics,Tablet Air,SMB,17901.39,8712.12,1474.48,1028.11,11214.71,6686.68,0.3735,10,November,0.0824,0.4867,0.0574
ORD-00644,2025-08-12,2025,Q3,8,Asia,South Korea,Electronics,Tablet Air,Consumer,11127.88,5360.91,754.32,639.29,6754.52,4373.36,0.393,3,August,0.0678,0.4818,0.0574
ORD-00645,2025-06-13,2025,Q2,6,Asia,Japan,Software,Cloud Platform,Enterprise,8016.7,4184.33,700.36,406.28,5290.97,2725.73,0.34,5,June,0.0874,0.522,0.0507
ORD-00646,2025-05-30,2025,Q2,5,North America,Mexico,Electronics,Smartphone X,Consumer,3157.09,1545.24,260.71,177.78,1983.73,1173.36,0.3717,14,May,0.0826,0.4895,0.0563
ORD-00647,2025-06-11,2025,Q2,6,North America,Canada,Software,Security Pro,Enterprise,14848.37,7649.33,954.92,654.94,9259.19,5589.18,0.3764,5,June,0.0643,0.5152,0.0441
ORD-00648,2025-07-10,2025,Q3,7,Asia,South Korea,Software,Cloud Platform,Enterprise,6586.57,3493.11,559.51,420.57,4473.19,2113.38,0.3209,9,July,0.0849,0.5303,0.0639
ORD-00649,2025-11-11,2025,Q4,11,North America,Mexico,Electronics,Monitor Ultra,SMB,16538.94,8131.48,1057.45,670.18,9859.11,6679.83,0.4039,6,November,0.0639,0.4917,0.0405
ORD-00650,2025-06-09,2025,Q2,6,North America,Canada,Furniture,Storage Cabinet,Consumer,8085.26,4665.28,526.89,397.31,5589.48,2495.78,0.3087,12,June,0.0652,0.577,0.0491
ORD-00651,2025-03-02,2025,Q1,3,Europe,France,Furniture,Ergonomic Chair,SMB,2780.99,1371.09,173.42,168.87,1713.38,1067.61,0.3839,13,March,0.0624,0.493,0.0607
ORD-00652,2025-02-27,2025,Q1,2,Europe,Germany,Accessories,Webcam HD,Enterprise,6024.76,2911.64,480.74,348.2,3740.58,2284.18,0.3791,8,February,0.0798,0.4833,0.0578
ORD-00653,2025-03-02,2025,Q1,3,Asia,India,Electronics,Tablet Air,Consumer,648.95,317.76,41.35,37.67,396.78,252.17,0.3886,10,March,0.0637,0.4897,0.058
ORD-00654,2025-04-13,2025,Q2,4,Europe,Italy,Electronics,Laptop Pro,Enterprise,22976.99,13193.03,2032.63,1158.85,16384.51,6592.48,0.2869,3,April,0.0885,0.5742,0.0504
ORD-00655,2025-09-14,2025,Q3,9,North America,Mexico,Furniture,Office Desk,Enterprise,22291.21,12401.14,1691.13,1370.34,15462.61,6828.6,0.3063,5,September,0.0759,0.5563,0.0615
ORD-00656,2025-03-29,2025,Q1,3,North America,USA,Electronics,Smartphone X,Consumer,12843.8,6774.74,1039.63,585.08,8399.45,4444.35,0.346,11,March,0.0809,0.5275,0.0456
ORD-00657,2025-02-24,2025,Q1,2,Europe,Italy,Accessories,Webcam HD,Enterprise,14321.95,7458.27,1186.46,707.91,9352.64,4969.31,0.347,8,February,0.0828,0.5208,0.0494
ORD-00658,2025-02-26,2025,Q1,2,North America,USA,Accessories,USB Hub,Consumer,4679.93,2584.32,292.34,256.51,3133.17,1546.76,0.3305,7,February,0.0625,0.5522,0.0548
ORD-00659,2025-05-26,2025,Q2,5,Asia,Thailand,Software,CRM Enterprise,Enterprise,15357.2,7817.72,1315.51,701.26,9834.49,5522.71,0.3596,2,May,0.0857,0.5091,0.0457
ORD-00660,2025-09-01,2025,Q3,9,North America,Canada,Furniture,Office Desk,Consumer,7628.9,3742.11,557.99,455.88,4755.98,2872.92,0.3766,2,September,0.0731,0.4905,0.0598
ORD-00661,2025-03-03,2025,Q1,3,Europe,Spain,Accessories,Wireless Mouse,Consumer,13916.71,8040.87,862.02,963.82,9866.71,4050.0,0.291,6,March,0.0619,0.5778,0.0693
ORD-00662,2025-04-13,2025,Q2,4,North America,Canada,Electronics,Smartphone X,SMB,13218.49,6713.03,1076.05,759.5,8548.58,4669.91,0.3533,5,April,0.0814,0.5079,0.0575
ORD-00663,2025-11-26,2025,Q4,11,Asia,Singapore,Accessories,Webcam HD,SMB,9498.61,4699.32,699.47,414.76,5813.55,3685.06,0.388,8,November,0.0736,0.4947,0.0437
ORD-00664,2025-09-12,2025,Q3,9,Europe,France,Electronics,Laptop Pro,Consumer,1266.36,616.49,157.7,87.58,861.77,404.59,0.3195,7,September,0.1245,0.4868,0.0692
ORD-00665,2025-11-06,2025,Q4,11,North America,Canada,Furniture,Conference Table,Consumer,9536.87,5302.66,761.35,530.24,6594.25,2942.62,0.3086,8,November,0.0798,0.556,0.0556
ORD-00666,2025-08-27,2025,Q3,8,Europe,Italy,Accessories,Webcam HD,Consumer,4294.15,2208.74,571.01,242.18,3021.93,1272.22,0.2963,13,August,0.133,0.5144,0.0564
ORD-00667,2025-01-17,2025,Q1,1,Asia,India,Accessories,Webcam HD,SMB,15440.01,8094.51,943.07,699.53,9737.11,5702.9,0.3694,11,January,0.0611,0.5243,0.0453
ORD-00668,2025-06-05,2025,Q2,6,North America,USA,Accessories,Webcam HD,Enterprise,9055.2,4698.81,750.86,516.74,5966.41,3088.79,0.3411,8,June,0.0829,0.5189,0.0571
ORD-00669,2025-12-04,2025,Q4,12,North America,Mexico,Accessories,Webcam HD,Consumer,12888.1,6839.31,924.61,706.79,8470.71,4417.39,0.3427,7,December,0.0717,0.5307,0.0548
ORD-00670,2025-11-12,2025,Q4,11,North America,Canada,Software,Security Pro,Enterprise,1634.64,792.0,139.12,82.49,1013.61,621.03,0.3799,12,November,0.0851,0.4845,0.0505
ORD-00671,2025-10-26,2025,Q4,10,Europe,Italy,Accessories,Wireless Mouse,SMB,6605.49,3406.69,465.94,395.25,4267.88,2337.61,0.3539,4,October,0.0705,0.5157,0.0598
